sorting.id,FY,hyperlink,Department,titles,links,service,program,reserve.or.not,amended.or.not
25,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Other Procurement, BA 3",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/OPN_BA_3_BOOK.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
26,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Other Procurement, BA 4",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/OPN_BA_4_BOOK.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
27,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Other Procurement, BA 5-7",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/OPN_BA_5-7_BOOK.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
28,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Procurement of Ammunition, Navy & Marine Corps (Vol 1)",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/PANMC_BA_1_BOOK.pdf,Navy,Procurement.Ammunition,not.reserve,not.amended
29,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Procurement of Ammunition, Navy & Marine Corps (Vol 2)",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/PROC/PANMC_BA_2_BOOK.pdf,Navy,Procurement.Ammunition,not.reserve,not.amended
30,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Base Closure & Realignment, I-IV",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/CONSTR/BRAC_I-IV_BOOK.pdf,NA,BRAC,not.reserve,not.amended
31,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,Family Housing Construction,http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/CONSTR/FHCON_BOOK.pdf,NA,Military.Construction,not.reserve,PBR.for.this.program.was.amended
32,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,Military Construction & Family Housing Programs ,http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/CONSTR/MCN_BOOK.pdf,NA,Military.Construction,not.reserve,PBR.for.this.program.was.amended
33,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Military Construction, Navy & Marine Corps Reserve Programs",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/CONSTR/MCNR_BOOK.pdf,Navy,Military.Construction,reserve,PBR.for.this.program.was.amended
34,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Research & Development, Navy (BA 1 - 3)",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/rdten/RDTEN_BA_1-3_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
35,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Research & Development, Navy (BA 4)",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/rdten/RDTEN_BA_4_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
36,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Research & Development, Navy (BA 5)",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/rdten/RDTEN_BA_5_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
37,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Research & Development, Navy (BA 6)",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/rdten/RDTEN_BA_6_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
38,2005,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2005.aspx,Navy,"Research & Development, Navy (BA 7)",http://www.secnav.navy.mil/fmc/fmb/Documents/05pres/rdten/RDTEN_BA_7_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
1,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,Budget Highlights Book,http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/highbook/Highlights_book.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
2,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,FY06 Budget Overview to the Press,http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/highbook/06Press_Brief.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
3,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,Office of Budget FY06 Databook,http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/databook/DATABOOK.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
4,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,Supporting Exhibits,http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/supp/supp_book.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
5,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Military Personnel, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/pers/MPMC_book.pdf,Marine.Corps,Military.Personnel,not.reserve,PBR.for.this.program.was.amended
6,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Military Personnel, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/pers/MPN_book.pdf,Navy,Military.Personnel,not.reserve,PBR.for.this.program.was.amended
7,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Reserve Personnel, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/pers/RPMC_book.pdf,Marine.Corps,Military.Personnel,reserve,PBR.for.this.program.was.amended
8,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Reserve Personnel, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/pers/RPN_book.pdf,Navy,Military.Personnel,reserve,PBR.for.this.program.was.amended
9,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Operation & Maintenance, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/ops/OMMC_Book.pdf,Marine.Corps,O.M,not.reserve,PBR.for.this.program.was.amended
10,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Operation & Maintenance, Marine Corps Databook",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/ops/OMMC_databook.pdf,Marine.Corps,O.M,not.reserve,PBR.for.this.program.was.amended
11,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Operation & Maintenance, Marine Corps Reserve",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/ops/OMMCR_Book.pdf,Marine.Corps,O.M,reserve,PBR.for.this.program.was.amended
12,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Operation & Maintenance, Navy (Vol. 1)",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/ops/OMN_Book_Vol1.pdf,Navy,O.M,not.reserve,PBR.for.this.program.was.amended
13,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Operation & Maintenance, Navy (Vol. 2)",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/ops/OMN_Book_Vol2.pdf,Navy,O.M,not.reserve,PBR.for.this.program.was.amended
14,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Operation & Maintenance, Navy Reserve",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/ops/OMNR_Book.pdf,Navy,O.M,reserve,PBR.for.this.program.was.amended
15,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,Navy Working Captial Fund,http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/nwcf/NWCF_Book.pdf,Navy,summary.docs,not.reserve,PBR.for.this.program.was.amended
16,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Consolidated Spares and Repair Parts, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/SPARES_BOOK.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
17,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,National Defense Sealift Fund,http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/NDSF_Book.pdf,NA,Procurement.General,not.reserve,PBR.for.this.program.was.amended
18,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,Procurement Marine Corps,http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/pmc_book.pdf,Marine.Corps,Procurement.General,not.reserve,PBR.for.this.program.was.amended
19,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Shipbuilding and Conversion, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/scn_book.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
20,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Weapons Procurement, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/wpn_book.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
21,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Aircraft Procurement, BA 1-4",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/APN_BA_1-4_Book.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
22,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Aircraft Procurement, BA 5",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/APN_BA_5_BOOK.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
23,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Aircraft Procurement, BA 7",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/APN_BA_7_BOOK.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
24,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Other Procurement, BA 1",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/OPN_BA_1_Book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
25,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Other Procurement, BA 2",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/OPN_BA_2_Book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
26,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Other Procurement, BA 3",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/OPN_BA_3_Book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
27,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Other Procurement, BA 4 - 7",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/OPN_BA_4-7_Book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
28,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Procurement of Ammunition, Navy & Marine Corps (Vol 1)",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/PANMC_BA_1_BOOK.pdf,Navy,Procurement.Ammunition,not.reserve,not.amended
29,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Procurement of Ammunition, Navy & Marine Corps (Vol 2)",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/proc/PANMC_BA_2_BOOK.pdf,Navy,Procurement.Ammunition,not.reserve,not.amended
30,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Base Closure & Realignment, I-IV",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/constr/BRAC_IV_Book.pdf,NA,BRAC,not.reserve,not.amended
31,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,Family Housing Construction,http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/constr/FHCON_Book.pdf,NA,Military.Construction,not.reserve,PBR.for.this.program.was.amended
32,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,Family Housing Operations,http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/constr/FHOPS_Book.pdf,NA,O.M,not.reserve,PBR.for.this.program.was.amended
33,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,Military Construction & Family Housing Programs ,http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/constr/mcn_book.pdf,NA,Military.Construction,not.reserve,PBR.for.this.program.was.amended
34,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Military Construction, Navy & Marine Corps Reserve Programs",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/constr/MCNR_Book.pdf,Navy,Military.Construction,reserve,PBR.for.this.program.was.amended
35,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Research & Development, Navy (BA 1 - 3)",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/rdten/RDTEN_BA1-3_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
36,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Research & Development, Navy (BA 4)",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/rdten/RDTEN_BA4_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
37,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Research & Development, Navy (BA 5)",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/rdten/RDTEN_BA5_Book.pdf,Navy,RDT.E,not.reserve,not.amended
38,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Research & Development, Navy (BA 6)",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/rdten/RDTEN_BA6_Book.pdf,Navy,RDT.E,not.reserve,not.amended
39,2006,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2006.aspx,Navy,"Research & Development, Navy (BA 7)",http://www.secnav.navy.mil/fmc/fmb/Documents/06pres/rdten/RDTEN_BA7_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
1,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,FY07 Budget Overview to the Press,http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/highbook/07Press_Brief.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
2,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,Budget Highlights Book,http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/highbook/Highlights_Book.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
3,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,Supporting Exhibits,http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/supp/Supp_Book.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
4,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Military Personnel, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/pers/mpn_book.pdf,Navy,Military.Personnel,not.reserve,PBR.for.this.program.was.amended
5,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Military Personnel, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/pers/MPMC_Book.pdf,Marine.Corps,Military.Personnel,not.reserve,PBR.for.this.program.was.amended
6,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Reserve Personnel, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/pers/rpn_book.pdf,Navy,Military.Personnel,reserve,PBR.for.this.program.was.amended
7,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Reserve Personnel, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/pers/RPMC_Book.pdf,Marine.Corps,Military.Personnel,reserve,PBR.for.this.program.was.amended
8,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Operation & Maintenance, Navy (Vol. 1)",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/ops/OMN_Book_Vol1.pdf,Navy,O.M,not.reserve,PBR.for.this.program.was.amended
9,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Operation & Maintenance, Navy (Vol. 2)",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/ops/OMN_Book_Vol2.pdf,Navy,O.M,not.reserve,PBR.for.this.program.was.amended
10,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Operation & Maintenance, Marine Corps Databook",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/ops/OMMC_databook.pdf,Marine.Corps,O.M,not.reserve,PBR.for.this.program.was.amended
11,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Operation & Maintenance, Navy Reserve",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/ops/OMNR_Book.pdf,Navy,O.M,reserve,PBR.for.this.program.was.amended
12,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Operation & Maintenance, Marine Corps Reserve",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/ops/OMMCR_Book.pdf,Marine.Corps,O.M,reserve,PBR.for.this.program.was.amended
13,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,Navy Working Captial Fund,http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/nwcf/NWCF_Book.pdf,Navy,summary.docs,not.reserve,PBR.for.this.program.was.amended
14,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Weapons Procurement, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/wpn_book.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
15,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Shipbuilding and Conversion, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/scn_book.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
16,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,Procurement Marine Corps,http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/pmc_book.pdf,Marine.Corps,Procurement.General,not.reserve,PBR.for.this.program.was.amended
17,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,National Defense Sealift Fund,http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/NDSF_Book.pdf,NA,Procurement.General,not.reserve,PBR.for.this.program.was.amended
18,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Consolidated Spares and Repair Parts, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/SPARES_BOOK.pdf,Navy,Procurement.General,not.reserve,PBR.for.this.program.was.amended
19,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Aircraft Procurement, BA 1-4",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/APN_BA1-4_Book.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
20,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Aircraft Procurement, BA 5",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/APN_BA5_Book.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
21,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Aircraft Procurement, BA 7",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/APN_BA7_Book.pdf,NA,Procurement.Aircraft,not.reserve,not.amended
22,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Other Procurement, BA 1",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/OPN_BA1_Book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
23,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Other Procurement, BA 2",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/OPN_BA2_Book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
24,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Operation & Maintenance, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/ops/OMMC_Book.pdf,Marine.Corps,O.M,not.reserve,PBR.for.this.program.was.amended
25,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Other Procurement, BA 3",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/OPN_BA3_Book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
26,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Other Procurement, BA 4",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/OPN_BA4_Book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
27,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Other Procurement, BA 5 - 7",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/OPN_BA5-7_Book.pdf,NA,Procurement.Other,not.reserve,PBR.for.this.program.was.amended
28,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Procurement of Ammunition, Navy & Marine Corps (Vol 1)",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/panmc_ba1_book.pdf,Navy,Procurement.Ammunition,not.reserve,not.amended
29,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Procurement of Ammunition, Navy & Marine Corps (Vol 2)",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/proc/panmc_ba2_book.pdf,Navy,Procurement.Ammunition,not.reserve,not.amended
30,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Base Closure & Realignment, I-IV",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/constr/BRAC_IV_Book.pdf,NA,BRAC,not.reserve,not.amended
31,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Base Closure & Realignment, V",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/constr/BRAC_V_Book.pdf,NA,BRAC,not.reserve,not.amended
32,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,Military Construction & Family Housing Programs ,http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/constr/MILCON_Book.pdf,NA,Military.Construction,not.reserve,PBR.for.this.program.was.amended
33,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Military Construction, Navy & Marine Corps Reserve Programs",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/constr/MCNR_Book.pdf,Navy,Military.Construction,reserve,PBR.for.this.program.was.amended
34,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Research & Development, Navy (BA 1 - 3)",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/rdten/RDTEN_BA1-3_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
35,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Research & Development, Navy (BA 4)",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/rdten/RDTEN_BA4_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
36,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Research & Development, Navy (BA 5)",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/rdten/RDTEN_BA5_Book.pdf,Navy,RDT.E,not.reserve,not.amended
37,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Research & Development, Navy (BA 6)",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/rdten/RDTEN_BA6_Book.pdf,Navy,RDT.E,not.reserve,not.amended
38,2007,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2007.aspx,Navy,"Research & Development, Navy (BA 7)",http://www.secnav.navy.mil/fmc/fmb/Documents/07pres/rdten/RDTEN_BA7_BOOK.pdf,Navy,RDT.E,not.reserve,not.amended
1,2008,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2008.aspx,Navy,FY08 Budget Overview to the Press,http://www.secnav.navy.mil/fmc/fmb/Documents/08pres/highbook/08press_brief.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
2,2008,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2008.aspx,Navy,Budget Highlights Book,http://www.secnav.navy.mil/fmc/fmb/Documents/08pres/highbook/Highlights_book.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
3,2008,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2008.aspx,Navy,Supporting Exhibits,http://www.secnav.navy.mil/fmc/fmb/Documents/08pres/supp/Supp_Book.pdf,NA,summary.docs,not.reserve,PBR.for.this.program.was.amended
4,2008,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2008.aspx,Navy,"Military Personnel, Navy",http://www.secnav.navy.mil/fmc/fmb/Documents/08pres/pers/mpn_book.pdf,Navy,Military.Personnel,not.reserve,PBR.for.this.program.was.amended
5,2008,http://www.secnav.navy.mil/fmc/fmb/Pages/Fiscal-Year-2008.aspx,Navy,"Military Personnel, Marine Corps",http://www.secnav.navy.mil/fmc/fmb/Documents/08pres/pers/MPMC_BOOK.pdf,Marine.Corps,Military.Personnel,not.reserve,PBR.for.this.program.was.amended
